250;0;111;25;land250;x
251;42;114;153;land251;x
252;84;117;26;land252;x
253;126;120;154;land253;x
254;168;123;27;land254;x
255;0;126;155;land255;x
256;42;129;28;land256;x
257;84;132;156;land257;x
258;126;135;29;land258;x
259;168;138;157;land259;x
260;0;141;30;land260;x
261;42;144;158;land261;x
262;84;147;31;land262;x
263;126;150;159;land263;x
264;168;153;32;land264;x
265;0;156;160;land265;x
266;42;159;33;land266;x
267;84;162;161;land267;x
268;126;165;34;land268;x
269;168;168;162;land269;x
270;0;171;35;land270;x
271;42;174;163;land271;x
272;84;177;36;land272;x
273;126;180;164;land273;x
274;168;183;37;land274;x
275;0;186;165;land275;x
276;42;189;38;land276;x
277;84;192;166;land277;x
278;126;195;39;land278;x
279;168;198;167;land279;x
280;0;201;40;land280;x
281;42;204;168;land281;x
282;84;207;41;land282;x
283;126;210;169;land283;x
284;168;0;42;land284;x
285;0;3;170;land285;x
286;42;6;43;land286;x
287;84;9;171;land287;x
288;126;12;44;land288;x
289;168;15;172;land289;x
290;0;18;45;land290;x
291;42;21;173;land291;x
292;84;24;46;land292;x
293;126;27;174;land293;x
294;168;30;47;land294;x
295;0;33;175;land295;x
296;42;36;48;land296;x
297;84;39;176;land297;x
298;126;42;49;land298;x
299;43;81;138;land299;x
300;0;48;50;land300;x
301;42;51;178;land301;x
302;84;54;51;land302;x
303;126;57;179;land303;x
304;168;60;52;land304;x
305;0;63;180;land305;x
306;42;66;53;land306;x
307;84;69;181;land307;x
308;126;72;54;land308;x
309;168;75;182;land309;x
310;0;78;55;land310;x
311;42;81;183;land311;x
312;84;84;56;land312;x
313;126;87;184;land313;x
314;168;90;57;land314;x
315;0;93;185;land315;x
316;42;96;58;land316;x
317;84;99;186;land317;x
318;126;102;59;land318;x
319;168;105;187;land319;x
320;0;108;60;land320;x
321;42;111;188;land321;x
322;84;114;61;land322;x
323;126;117;189;land323;x
324;168;120;62;land324;x
325;0;123;190;land325;x
326;42;126;63;land326;x
327;84;129;191;land327;x
328;126;132;64;land328;x
329;168;135;192;land329;x
330;0;138;65;land330;x
331;42;141;193;land331;x
332;84;144;66;land332;x
333;126;147;194;land333;x
334;168;150;67;land334;x
335;0;153;195;land335;x
336;42;156;68;land336;x
337;84;159;196;land337;x
338;126;162;69;land338;x
339;168;165;197;land339;x
340;0;168;70;land340;x
341;42;171;198;land341;x
342;84;174;71;land342;x
343;126;177;199;land343;x
344;168;180;72;land344;x
345;0;183;200;land345;x
346;42;186;73;land346;x
347;84;189;201;land347;x
348;126;192;74;land348;x
349;168;195;202;land349;x
350;0;198;75;land350;x
351;42;201;203;land351;x
352;84;204;76;land352;x
353;126;207;204;land353;x
354;168;210;77;land354;x
355;0;0;205;land355;x
356;42;3;78;land356;x
357;84;6;206;land357;x
358;126;9;79;land358;x
359;168;12;207;land359;x
360;0;15;80;land360;x
361;42;18;208;land361;x
362;84;21;81;land362;x
363;126;24;209;land363;x
364;168;27;82;land364;x
365;0;30;210;land365;x
366;42;33;83;land366;x
367;84;36;211;land367;x
368;126;39;84;land368;x
369;168;42;212;land369;x
370;0;45;85;land370;x
371;42;48;213;land371;x
372;84;51;86;land372;x
373;126;54;214;land373;x
374;168;57;87;land374;x
375;0;60;215;land375;x
376;42;63;88;land376;x
377;84;66;216;land377;x
378;126;69;89;land378;x
379;168;72;217;land379;x
380;0;75;90;land380;x
381;42;78;218;land381;x
382;84;81;91;land382;x
383;126;84;219;land383;x
384;168;87;92;land384;x
385;0;90;220;land385;x
386;42;93;93;land386;x
387;84;96;221;land387;x
388;126;99;94;land388;x
389;168;102;222;land389;x
390;0;105;95;land390;x
391;42;108;223;land391;x
392;84;111;96;land392;x
393;126;114;224;land393;x
394;168;117;97;land394;x
395;0;120;225;land395;x
396;42;123;98;land396;x
397;84;126;226;land397;x
398;126;129;99;land398;x
399;168;132;227;land399;x
400;0;135;0;land400;x
401;42;138;128;land401;x
402;84;141;1;land402;x
403;126;144;129;land403;x
404;168;147;2;land404;x
405;0;150;130;land405;x
406;42;153;3;land406;x
407;84;156;131;land407;x
408;126;159;4;land408;x
409;168;162;132;land409;x
410;0;165;5;land410;x
411;42;168;133;land411;x
412;84;171;6;land412;x
413;126;174;134;land413;x
414;168;177;7;land414;x
415;0;180;135;land415;x
416;42;183;8;land416;x
417;84;186;136;land417;x
418;126;189;9;land418;x
419;168;192;137;land419;x
420;0;195;10;land420;x
421;42;198;138;land421;x
422;84;201;11;land422;x
423;126;204;139;land423;x
424;168;207;12;land424;x
425;0;210;140;land425;x
426;42;0;13;land426;x
427;84;3;141;land427;x
428;126;6;14;land428;x
429;168;9;142;land429;x
430;0;12;15;land430;x
431;42;15;143;land431;x
432;84;18;16;land432;x
433;42;87;63;land433;x
434;168;24;17;land434;x
435;0;27;145;land435;x
436;42;30;18;land436;x
437;84;33;146;land437;x
438;126;36;19;land438;x
439;168;39;147;land439;x
440;0;42;20;land440;x
441;42;45;148;land441;x
442;84;48;21;land442;x
443;126;51;149;land443;x
444;168;54;22;land444;x
445;0;57;150;land445;x
446;42;60;23;land446;x
447;84;63;151;land447;x
448;126;66;24;land448;x
449;168;69;152;land449;x
450;0;72;25;land450;x
451;42;75;153;land451;x
452;84;78;26;land452;x
453;126;81;154;land453;x
454;168;84;27;land454;x
455;0;87;155;land455;x
456;42;90;28;land456;x
457;84;93;156;land457;x
458;126;96;29;land458;x
459;168;99;157;land459;x
460;0;102;30;land460;x
461;42;105;158;land461;x
462;84;108;31;land462;x
463;126;111;159;land463;x
464;168;114;32;land464;x
465;0;117;160;land465;x
466;42;120;33;land466;x
467;84;123;161;land467;x
468;126;126;34;land468;x
469;168;129;162;land469;x
470;0;132;35;land470;x
471;42;135;163;land471;x
472;84;138;36;land472;x
473;126;141;164;land473;x
474;168;144;37;land474;x
475;0;147;165;land475;x
476;42;150;38;land476;x
477;84;153;166;land477;x
478;126;156;39;land478;x
479;168;159;167;land479;x
480;0;162;40;land480;x
481;42;165;168;land481;x
482;84;168;41;land482;x
483;126;171;169;land483;x
484;168;174;42;land484;x
485;0;177;170;land485;x
486;42;180;43;land486;x
487;84;183;171;land487;x
488;126;186;44;land488;x
489;168;189;172;land489;x
490;0;192;45;land490;x
491;42;195;173;land491;x
492;84;198;46;land492;x
493;126;201;174;land493;x
494;168;204;47;land494;x
495;0;207;175;land495;x
496;42;210;48;land496;x
497;84;0;176;land497;x
498;126;3;49;land498;x
499;168;6;177;land499;x
500;0;9;50;land500;x
501;42;12;178;land501;x
502;84;15;51;land502;x
503;126;18;179;land503;x
504;168;21;52;land504;x
505;0;24;180;land505;x
506;42;27;53;land506;x
507;84;30;181;land507;x
508;126;33;54;land508;x
509;168;36;182;land509;x
510;0;39;55;land510;x
511;42;42;183;land511;x
512;84;45;56;land512;x
513;126;48;184;land513;x
514;168;51;57;land514;x
515;0;54;185;land515;x
516;42;57;58;land516;x
517;84;60;186;land517;x
518;126;63;59;land518;x
519;168;66;187;land519;x
520;0;69;60;land520;x
521;42;72;188;land521;x
522;84;75;61;land522;x
523;126;78;189;land523;x
524;168;81;62;land524;x
525;0;84;190;land525;x
526;126;21;144;land526;x
527;84;90;191;land527;x
528;126;93;64;land528;x
529;168;96;192;land529;x
530;0;99;65;land530;x
531;42;102;193;land531;x
532;84;105;66;land532;x
533;126;108;194;land533;x
534;168;111;67;land534;x
535;0;114;195;land535;x
536;42;117;68;land536;x
537;84;120;196;land537;x
538;126;123;69;land538;x
539;168;126;197;land539;x
540;0;129;70;land540;x
541;42;132;198;land541;x
542;84;135;71;land542;x
543;126;138;199;land543;x
544;168;141;72;land544;x
545;0;144;200;land545;x
546;42;147;73;land546;x
547;84;150;201;land547;x
548;126;153;74;land548;x
549;168;156;202;land549;x
550;0;159;75;land550;x
551;42;162;203;land551;x
552;84;165;76;land552;x
553;126;168;204;land553;x
554;168;171;77;land554;x
555;0;174;205;land555;x
556;42;177;78;land556;x
557;84;180;206;land557;x
558;126;183;79;land558;x
559;168;186;207;land559;x
560;0;189;80;land560;x
561;42;192;208;land561;x
562;84;195;81;land562;x
563;126;198;209;land563;x
564;168;201;82;land564;x
565;0;204;210;land565;x
566;42;207;83;land566;x
567;84;210;211;land567;x
568;126;0;84;land568;x
569;168;3;212;land569;x
570;0;6;85;land570;x
571;42;9;213;land571;x
572;84;12;86;land572;x
573;126;15;214;land573;x
574;168;18;87;land574;x
575;0;21;215;land575;x
576;42;24;88;land576;x
577;84;27;216;land577;x
578;126;30;89;land578;x
579;168;33;217;land579;x
580;0;36;90;land580;x
581;42;39;218;land581;x
582;84;42;91;land582;x
583;126;45;219;land583;x
584;168;48;92;land584;x
585;0;51;220;land585;x
586;42;54;93;land586;x
587;84;57;221;land587;x
588;126;60;94;land588;x
589;168;63;222;land589;x
590;0;66;95;land590;x
591;42;69;223;land591;x
592;84;72;96;land592;x
593;126;75;224;land593;x
594;168;78;97;land594;x
595;0;81;225;land595;x
596;42;84;98;land596;x
597;84;87;226;land597;x
598;126;90;99;land598;x
599;168;93;227;land599;x
600;0;96;0;land600;x
601;42;99;128;land601;x
602;84;102;1;land602;x
603;126;105;129;land603;x
604;168;108;2;land604;x
605;0;111;130;land605;x
606;42;114;3;land606;x
607;84;117;131;land607;x
608;126;120;4;land608;x
609;168;123;132;land609;x
610;0;126;5;land610;x
611;42;129;133;land611;x
612;84;132;6;land612;x
613;126;135;134;land613;x
614;168;138;7;land614;x
615;0;141;135;land615;x
616;42;144;8;land616;x
617;84;147;136;land617;x
618;126;150;9;land618;x
619;168;153;137;land619;x
620;0;156;10;land620;x
621;42;159;138;land621;x
622;84;162;11;land622;x
623;126;165;139;land623;x
624;168;168;12;land624;x
625;0;171;140;land625;x
626;42;174;13;land626;x
627;84;177;141;land627;x
628;126;180;14;land628;x
629;168;183;142;land629;x
630;0;186;15;land630;x
631;42;189;143;land631;x
632;84;192;16;land632;x
633;126;195;144;land633;x
634;168;198;17;land634;x
635;0;201;145;land635;x
636;42;204;18;land636;x
637;84;207;146;land637;x
638;126;210;19;land638;x
639;168;0;147;land639;x
640;0;3;20;land640;x
641;42;6;148;land641;x
642;84;9;21;land642;x
643;126;12;149;land643;x
644;168;15;22;land644;x
645;0;18;150;land645;x
646;42;21;23;land646;x
647;84;24;151;land647;x
648;126;27;24;land648;x
649;168;30;152;land649;x
650;0;33;25;land650;x
651;42;36;153;land651;x
652;84;39;26;land652;x
653;126;42;154;land653;x
654;168;45;27;land654;x
655;0;48;155;land655;x
656;42;51;28;land656;x
657;84;54;156;land657;x
658;126;57;29;land658;x
659;168;60;157;land659;x
660;0;63;30;land660;x
661;42;66;158;land661;x
662;84;69;31;land662;x
663;126;72;159;land663;x
664;168;75;32;land664;x
665;0;78;160;land665;x
666;42;81;33;land666;x
667;84;84;161;land667;x
668;126;87;34;land668;x
669;168;90;162;land669;x
670;0;93;35;land670;x
671;42;96;163;land671;x
672;84;99;36;land672;x
673;126;102;164;land673;x
674;168;105;37;land674;x
675;0;108;165;land675;x
676;42;111;38;land676;x
677;84;114;166;land677;x
678;126;117;39;land678;x
679;168;120;167;land679;x
680;0;123;40;land680;x
681;42;126;168;land681;x
682;84;129;41;land682;x
683;126;132;169;land683;x
684;168;135;42;land684;x
685;0;138;170;land685;x
686;42;141;43;land686;x
687;84;144;171;land687;x
688;126;147;44;land688;x
689;168;150;172;land689;x
690;0;153;45;land690;x
691;42;156;173;land691;x
692;84;159;46;land692;x
693;126;162;174;land693;x
694;168;165;47;land694;x
695;0;168;175;land695;x
696;42;171;48;land696;x
697;84;174;176;land697;x
698;126;177;49;land698;x
699;168;180;177;land699;x
700;0;183;50;land700;x
701;42;186;178;land701;x
702;84;189;51;land702;x
703;126;192;179;land703;x
704;168;195;52;land704;x
705;0;198;180;land705;x
706;42;201;53;land706;x
707;84;204;181;land707;x
708;126;207;54;land708;x
709;168;210;182;land709;x
710;0;0;55;land710;x
711;42;3;183;land711;x
712;84;6;56;land712;x
713;126;9;184;land713;x
714;168;12;57;land714;x
715;0;15;185;land715;x
716;42;18;58;land716;x
717;84;21;186;land717;x
718;126;24;59;land718;x
719;168;27;187;land719;x
720;0;30;60;land720;x
721;42;33;188;land721;x
722;84;36;61;land722;x
723;126;39;189;land723;x
724;168;42;62;land724;x
725;0;45;190;land725;x
726;42;48;63;land726;x
727;84;51;191;land727;x
728;126;54;64;land728;x
729;168;57;192;land729;x
730;0;60;65;land730;x
731;42;63;193;land731;x
732;84;66;66;land732;x
733;126;69;194;land733;x
734;168;72;67;land734;x
735;0;75;195;land735;x
736;42;78;68;land736;x
737;84;81;196;land737;x
738;126;84;69;land738;x
739;168;87;197;land739;x
740;0;90;70;land740;x
741;42;93;198;land741;x
742;84;96;71;land742;x
743;126;99;199;land743;x
744;168;102;72;land744;x
745;0;105;200;land745;x
746;42;108;73;land746;x
747;84;111;201;land747;x
748;126;114;74;land748;x
749;168;117;202;land749;x
750;0;120;75;land750;x
751;42;123;203;land751;x
752;84;126;76;land752;x
753;126;129;204;land753;x
754;168;132;77;land754;x
755;0;135;205;land755;x
756;42;138;78;land756;x
757;84;141;206;land757;x
758;126;144;79;land758;x
759;168;147;207;land759;x
760;0;150;80;land760;x
761;42;153;208;land761;x
762;84;156;81;land762;x
763;126;159;209;land763;x
764;168;162;82;land764;x
765;0;165;210;land765;x
766;42;168;83;land766;x
767;84;171;211;land767;x
768;126;174;84;land768;x
769;168;177;212;land769;x
770;0;180;85;land770;x
771;42;183;213;land771;x
772;84;186;86;land772;x
773;126;189;214;land773;x
774;168;192;87;land774;x
775;0;195;215;land775;x
776;42;198;88;land776;x
777;84;201;216;land777;x
778;126;204;89;land778;x
779;168;207;217;land779;x
780;0;210;90;land780;x
781;42;0;218;land781;x
782;84;3;91;land782;x
783;126;6;219;land783;x
784;168;9;92;land784;x
785;0;12;220;land785;x
786;42;15;93;land786;x
787;84;18;221;land787;x
788;126;21;94;land788;x
789;168;24;222;land789;x
790;0;27;95;land790;x
791;42;30;223;land791;x
792;84;33;96;land792;x
793;126;36;224;land793;x
794;168;39;97;land794;x
795;0;42;225;land795;x
796;42;45;98;land796;x
797;84;48;226;land797;x
798;126;51;99;land798;x
799;168;54;227;land799;x
800;0;57;0;land800;x
801;42;60;128;land801;x
802;84;63;1;land802;x
803;126;66;129;land803;x
804;168;69;2;land804;x
805;0;72;130;land805;x
806;42;75;3;land806;x
807;84;78;131;land807;x
808;126;81;4;land808;x
809;168;84;132;land809;x
810;0;87;5;land810;x
811;42;90;133;land811;x
812;84;93;6;land812;x
813;126;96;134;land813;x
814;168;99;7;land814;x
815;0;102;135;land815;x
816;42;105;8;land816;x
817;84;108;136;land817;x
818;126;111;9;land818;x
819;168;114;137;land819;x
820;0;117;10;land820;x
821;42;120;138;land821;x
822;84;123;11;land822;x
823;126;126;139;land823;x
824;168;129;12;land824;x
825;0;132;140;land825;x
826;42;135;13;land826;x
827;84;138;141;land827;x
828;126;141;14;land828;x
829;168;144;142;land829;x
830;0;147;15;land830;x
831;42;150;143;land831;x
832;84;153;16;land832;x
833;126;156;144;land833;x
834;168;159;17;land834;x
835;0;162;145;land835;x
836;42;165;18;land836;x
837;84;168;146;land837;x
838;126;171;19;land838;x
839;168;174;147;land839;x
840;0;177;20;land840;x
841;42;180;148;land841;x
842;84;183;21;land842;x
843;126;186;149;land843;x
844;168;189;22;land844;x
845;0;192;150;land845;x
846;42;195;23;land846;x
847;84;198;151;land847;x
848;0;3;225;land848;x
849;126;201;24;land849;x
850;168;96;42;land850;x
851;84;9;226;land851;x
852;85;84;11;land852;x
853;127;87;139;land853;x
854;169;90;12;land854;x
855;126;135;84;land855;x
856;168;138;212;land856;x
857;0;141;85;land857;x
858;42;144;213;land858;x
859;84;147;86;land859;x
860;126;150;214;land860;x
861;168;153;87;land861;x
862;0;156;215;land862;x
863;42;159;88;land863;x
864;84;162;216;land864;x
865;126;165;89;land865;x
866;168;168;217;land866;x
867;0;171;90;land867;x
868;42;174;218;land868;x
869;84;177;91;land869;x
870;126;180;219;land870;x
871;168;183;92;land871;x
872;0;186;220;land872;x
873;42;189;93;land873;x
874;84;192;221;land874;x
875;126;195;94;land875;x
876;168;198;222;land876;x
877;0;201;95;land877;x
878;42;204;223;land878;x
879;84;207;96;land879;x
880;126;210;224;land880;x
881;168;0;97;land881;x
882;168;123;82;land882;x
883;126;120;209;land883;x
884;126;3;154;land884;x
885;84;117;81;land885;x
886;168;15;227;land886;x
887;1;18;0;land887;x
888;43;21;128;land888;x
889;85;24;1;land889;x
890;127;27;129;land890;x
891;169;30;2;land891;x
892;1;33;130;land892;x
893;43;36;3;land893;x
894;43;96;13;land894;x
895;127;42;4;land895;x
896;169;45;132;land896;x
897;1;48;5;land897;x
898;43;51;133;land898;x
899;1;93;140;land899;x
900;127;57;134;land900;x
901;169;60;7;land901;x
902;1;63;135;land902;x
903;43;66;8;land903;x
904;85;69;136;land904;x
905;127;72;9;land905;x
906;169;75;137;land906;x
907;1;78;10;land907;x
908;84;132;211;land908;x
909;0;126;210;land909;x
910;42;129;83;land910;x
911;0;207;25;land911;x
912;84;0;26;land912;x
913;126;48;34;land913;x
914;84;45;161;land914;x
915;85;39;131;land915;x
916;126;105;79;land916;x
917;42;99;78;land917;x
918;168;93;77;land918;x
919;126;90;204;land919;x
920;85;99;141;land920;x
921;127;102;14;land921;x
922;169;105;142;land922;x
923;1;108;15;land923;x
924;43;111;143;land924;x
925;85;114;16;land925;x
926;127;117;144;land926;x
927;17;40;240;land927;x
928;169;120;17;land928;x
929;1;123;145;land929;x
930;43;126;18;land930;x
931;85;129;146;land931;x
932;127;132;19;land932;x
933;169;132;182;land933;x
934;1;135;55;land934;x
935;43;138;183;land935;x
936;42;39;68;land936;x
937;84;42;196;land937;x
938;126;45;69;land938;x
939;168;48;197;land939;x
940;0;51;70;land940;x
941;42;54;198;land941;x
942;0;54;35;land942;x
943;42;18;3;land943;x
944;168;63;72;land944;x
945;0;66;200;land945;x
946;42;69;73;land946;x
947;84;72;201;land947;x
948;126;75;74;land948;x
949;168;78;202;land949;x
950;0;81;75;land950;x
951;42;84;203;land951;x
952;0;96;205;land952;x
953;84;180;56;land953;x
954;126;183;184;land954;x
955;126;33;159;land955;x
956;84;15;156;land956;x
957;168;204;152;land957;x
958;42;132;48;land958;x
959;84;135;176;land959;x
960;168;171;182;land960;x
961;168;141;177;land961;x
962;0;144;50;land962;x
963;42;147;178;land963;x
964;84;150;51;land964;x
965;126;153;179;land965;x
966;168;156;52;land966;x
967;0;159;180;land967;x
968;42;162;53;land968;x
969;84;87;76;land969;x
970;168;21;157;land970;x
971;126;90;149;land971;x
972;168;108;207;land972;x
973;126;78;39;land973;x
974;42;27;158;land974;x
975;126;168;54;land975;x
976;42;210;153;land976;x
977;168;36;32;land977;x
978;0;39;160;land978;x
979;0;111;80;land979;x
980;42;12;28;land980;x
981;0;9;155;land981;x
982;168;51;162;land982;x
983;42;114;208;land983;x
984;42;57;163;land984;x
985;84;60;36;land985;x
986;126;63;164;land986;x
987;168;66;37;land987;x
988;0;69;165;land988;x
989;42;72;38;land989;x
990;84;75;166;land990;x
991;42;6;98;land991;x
992;168;81;167;land992;x
993;0;84;40;land993;x
994;42;87;168;land994;x
995;84;90;41;land995;x
996;126;93;169;land996;x
997;126;12;99;land997;x
998;0;99;170;land998;x
999;42;102;43;land999;x
1000;84;105;171;land1000;x
1001;126;108;44;land1001;x
1002;168;111;172;land1002;x
1003;0;114;45;land1003;x
1004;42;117;173;land1004;x
1005;84;120;46;land1005;x
1006;126;123;174;land1006;x
1007;168;126;47;land1007;x
1008;0;129;175;land1008;x
1009;168;6;27;land1009;x
1010;126;18;29;land1010;x
1011;42;42;33;land1011;x
1012;84;57;71;land1012;x
1013;126;60;199;land1013;x
1014;0;24;30;land1014;x
1015;42;177;183;land1015;x
1016;0;174;55;land1016;x
1017;84;30;31;land1017;x
1018;85;54;6;land1018;x
1019;84;165;181;land1019;x
1020;168;186;57;land1020;x
1021;0;189;185;land1021;x
1022;42;192;58;land1022;x
1023;84;195;186;land1023;x
1024;126;198;59;land1024;x
1025;168;201;187;land1025;x
1026;0;204;60;land1026;x
1027;42;207;188;land1027;x
1028;84;210;61;land1028;x
1029;126;0;189;land1029;x
1030;168;3;62;land1030;x
1031;0;6;190;land1031;x
1032;42;9;63;land1032;x
1033;84;12;191;land1033;x
1034;126;15;64;land1034;x
1035;168;18;192;land1035;x
1036;0;21;65;land1036;x
1037;42;24;193;land1037;x
1038;84;27;66;land1038;x
1039;169;135;147;land1039;x
1040;1;138;20;land1040;x
1041;43;141;148;land1041;x
1042;85;144;21;land1042;x
1043;127;147;149;land1043;x
1044;169;150;22;land1044;x
1045;1;153;150;land1045;x
1046;43;156;23;land1046;x
1047;85;159;151;land1047;x
1048;127;162;24;land1048;x
1049;169;165;152;land1049;x
1050;1;168;25;land1050;x
1051;43;171;153;land1051;x
1052;85;174;26;land1052;x
1053;127;177;154;land1053;x
1054;169;180;27;land1054;x
1055;1;183;155;land1055;x
1056;43;186;28;land1056;x
1057;85;189;156;land1057;x
1058;127;192;29;land1058;x
1059;169;195;157;land1059;x
1060;1;198;30;land1060;x
1061;43;201;158;land1061;x
1062;85;204;31;land1062;x
1063;127;207;159;land1063;x
1064;169;210;32;land1064;x
1065;1;0;160;land1065;x
